C101.txt;828,94;12,19;10
C101.txt;828,94;11,59;10
C101.txt;828,94;11,54;10
C101.txt;828,94;11,50;10
C101.txt;828,94;11,53;10
C101.txt;828,94;11,55;10
C101.txt;828,94;11,75;10
C101.txt;828,94;11,59;10
C101.txt;828,94;11,43;10
C101.txt;828,94;11,52;10
C102.txt;828,94;14,42;10
C102.txt;828,94;13,85;10
C102.txt;828,94;13,83;10
C102.txt;828,94;13,73;10
C102.txt;828,94;13,66;10
C102.txt;828,94;13,90;10
C102.txt;828,94;13,44;10
C102.txt;828,94;13,85;10
C102.txt;828,94;13,26;10
C102.txt;828,94;13,52;10
C103.txt;931,05;16,01;10
C103.txt;861,74;15,12;10
C103.txt;854,38;15,94;10
C103.txt;828,06;14,98;10
C103.txt;828,06;15,07;10
C103.txt;828,06;14,78;10
C103.txt;828,06;14,63;10
C103.txt;858,92;15,17;10
C103.txt;828,06;15,20;10
C103.txt;867,59;15,02;10
C104.txt;935,96;15,43;10
C104.txt;858,20;15,82;10
C104.txt;824,78;15,79;10
C104.txt;824,78;15,31;10
C104.txt;863,85;16,05;10
C104.txt;842,56;14,87;10
C104.txt;861,62;16,04;10
C104.txt;989,04;14,74;10
C104.txt;845,85;15,18;10
C104.txt;850,97;15,48;10
C105.txt;828,94;12,78;10
C105.txt;828,94;12,21;10
C105.txt;828,94;12,06;10
C105.txt;828,94;11,94;10
C105.txt;902,09;13,15;11
C105.txt;828,94;11,96;10
C105.txt;828,94;13,03;10
C105.txt;828,94;11,84;10
C105.txt;828,94;12,02;10
C105.txt;828,94;11,84;10
C106.txt;828,94;13,81;10
C106.txt;828,94;13,45;10
C106.txt;873,64;13,13;10
C106.txt;828,94;12,83;10
C106.txt;914,84;14,29;11
C106.txt;828,94;12,98;10
C106.txt;976,36;12,73;10
C106.txt;828,94;13,44;10
C106.txt;884,53;12,55;10
C106.txt;828,94;12,78;10
C107.txt;828,94;13,41;10
C107.txt;828,94;12,72;10
C107.txt;828,94;12,55;10
C107.txt;828,94;12,44;10
C107.txt;828,94;12,43;10
C107.txt;828,94;12,69;10
C107.txt;828,94;12,17;10
C107.txt;828,94;12,39;10
C107.txt;828,94;12,17;10
C107.txt;828,94;12,98;10
C108.txt;828,94;14,33;10
C108.txt;828,94;13,51;10
C108.txt;828,94;13,27;10
C108.txt;828,94;13,49;10
C108.txt;863,27;13,72;10
C108.txt;828,94;12,95;10
C108.txt;828,94;12,90;10
C108.txt;875,96;13,38;10
C108.txt;828,94;13,27;10
C108.txt;828,94;13,38;10
C109.txt;828,94;14,58;10
C109.txt;828,94;14,07;10
C109.txt;828,94;13,99;10
C109.txt;828,94;13,89;10
C109.txt;828,94;14,31;10
C109.txt;828,94;13,50;10
C109.txt;828,94;13,88;10
C109.txt;828,94;13,94;10
C109.txt;828,94;13,84;10
C109.txt;828,94;13,75;10
C201.txt;591,56;9,77;3
C201.txt;591,56;9,13;3
C201.txt;591,56;9,10;3
C201.txt;591,56;9,08;3
C201.txt;591,56;8,90;3
C201.txt;591,56;9,00;3
C201.txt;591,56;9,15;3
C201.txt;591,56;9,04;3
C201.txt;591,56;9,28;3
C201.txt;591,56;9,10;3
C202.txt;591,56;13,17;3
C202.txt;591,56;12,34;3
C202.txt;591,56;12,34;3
C202.txt;591,56;12,24;3
C202.txt;591,56;12,71;3
C202.txt;591,56;12,30;3
C202.txt;591,56;12,72;3
C202.txt;591,56;12,26;3
C202.txt;591,56;12,60;3
C202.txt;591,56;12,41;3
C203.txt;600,21;15,56;3
C203.txt;600,21;14,52;3
C203.txt;600,21;14,95;3
C203.txt;600,21;14,71;3
C203.txt;600,21;14,44;3
C203.txt;600,21;14,90;3
C203.txt;600,21;15,39;3
C203.txt;600,21;14,98;3
C203.txt;600,21;14,42;3
C203.txt;600,21;14,72;3
C204.txt;599,42;17,25;3
C204.txt;599,42;17,05;3
C204.txt;599,42;16,97;3
C204.txt;599,42;16,30;3
C204.txt;599,42;17,05;3
C204.txt;599,42;16,29;3
C204.txt;599,42;16,95;3
C204.txt;599,42;16,32;3
C204.txt;599,42;16,85;3
C204.txt;599,42;16,28;3
C205.txt;588,88;10,83;3
C205.txt;588,88;10,25;3
C205.txt;588,88;10,11;3
C205.txt;588,88;10,31;3
C205.txt;588,88;10,54;3
C205.txt;588,88;10,18;3
C205.txt;588,88;10,17;3
C205.txt;588,88;10,28;3
C205.txt;588,88;10,45;3
C205.txt;588,88;10,36;3
C206.txt;588,49;11,93;3
C206.txt;588,49;11,32;3
C206.txt;588,49;11,31;3
C206.txt;588,49;11,26;3
C206.txt;588,49;11,54;3
C206.txt;588,49;11,23;3
C206.txt;588,49;11,07;3
C206.txt;588,49;11,32;3
C206.txt;588,49;11,63;3
C206.txt;588,49;11,35;3
C207.txt;588,29;12,40;3
C207.txt;588,29;12,32;3
C207.txt;588,29;11,80;3
C207.txt;588,29;11,88;3
C207.txt;588,29;12,39;3
C207.txt;588,29;11,70;3
C207.txt;588,29;12,18;3
C207.txt;588,29;11,89;3
C207.txt;588,29;12,42;3
C207.txt;588,29;12,01;3
C208.txt;588,32;12,60;3
C208.txt;588,32;12,27;3
C208.txt;588,32;11,98;3
C208.txt;588,32;12,00;3
C208.txt;588,32;12,02;3
C208.txt;588,32;11,87;3
C208.txt;588,32;12,14;3
C208.txt;588,32;12,02;3
C208.txt;588,32;12,05;3
C208.txt;588,32;11,77;3
rC101.txt;1666,82;19,86;16
rC101.txt;1651,88;18,73;16
rC101.txt;1698,19;19,70;17
rC101.txt;1660,19;18,71;15
rC101.txt;1681,59;18,34;16
rC101.txt;1677,18;19,84;17
rC101.txt;1670,20;17,92;15
rC101.txt;1679,30;19,17;16
rC101.txt;1695,78;18,65;16
rC101.txt;1647,36;19,17;16
rC102.txt;1477,16;19,87;14
rC102.txt;1488,52;19,34;15
rC102.txt;1511,39;20,13;15
rC102.txt;1539,99;18,27;14
rC102.txt;1491,27;18,90;14
rC102.txt;1496,38;18,24;14
rC102.txt;1483,33;17,93;14
rC102.txt;1518,15;19,09;15
rC102.txt;1521,91;19,92;15
rC102.txt;1512,14;17,76;14
rC103.txt;1356,59;19,44;12
rC103.txt;1318,27;16,75;11
rC103.txt;1325,66;16,95;11
rC103.txt;1299,51;17,09;11
rC103.txt;1361,62;17,25;12
rC103.txt;1351,75;17,94;11
rC103.txt;1365,94;21,48;12
rC103.txt;1372,67;20,12;12
rC103.txt;1358,42;17,07;12
rC103.txt;1311,90;17,71;12
rC104.txt;1216,08;17,73;11
rC104.txt;1210,57;16,07;10
rC104.txt;1171,53;16,02;10
rC104.txt;1227,69;16,39;11
rC104.txt;1228,75;16,93;11
rC104.txt;1193,34;16,04;11
rC104.txt;1240,83;16,82;11
rC104.txt;1149,97;14,20;10
rC104.txt;1241,31;17,02;11
rC104.txt;1182,82;15,57;11
rC105.txt;1597,67;20,27;15
rC105.txt;1552,87;20,88;16
rC105.txt;1577,58;20,30;15
rC105.txt;1583,70;19,52;16
rC105.txt;1567,83;19,75;16
