C101.txt;828,94;9,04;10;;;Valori;;;;;;;;;
C101.txt;828,94;8,24;10;;Etichette di riga;Media di 828,94;Media di 9,04;Media di 10;Min di 828,94;;;;;;
C101.txt;828,94;8,46;10;;C101.txt;828,94;8,492222222;10;828,94;;;827,3;;0,198%;0,198%
C101.txt;828,94;8,78;10;;C102.txt;829,127;8,904;10;828,94;;;827,3;;0,221%;0,198%
C101.txt;828,94;9,1;10;;C103.txt;859,893;9,303;10;828,83;;;826,3;;4,065%;0,306%
C101.txt;828,94;8,91;10;;C104.txt;861,74;10,289;10;826,37;;;822,9;;4,720%;0,422%
C101.txt;828,94;8,24;10;;C105.txt;845,456;8,417;10;828,94;;;827,3;;2,195%;0,198%
C101.txt;828,94;8,49;10;;C106.txt;851,701;8,53;10;828,94;;;827,3;;2,949%;0,198%
C101.txt;828,94;8,26;10;;C107.txt;851,103;8,685;10;828,94;;;827,3;;2,877%;0,198%
C101.txt;828,94;7,95;10;;C108.txt;853,08;8,997;10;828,94;;;827,3;;3,116%;0,198%
C102.txt;830,81;9,25;10;;C109.txt;855,225;9,638;10;855,2;;;827,3;;3,375%;3,372%
C102.txt;828,94;8,79;10;;C201.txt;591,56;12,008;3;591,56;;;589,1;;0,418%;0,418%
C102.txt;828,94;8,51;10;;C202.txt;601,597;11,539;3;591,56;;;589,1;;2,121%;0,418%
C102.txt;828,94;9,3;10;;C203.txt;591,17;11,66;3;591,17;;;588,7;;0,420%;0,420%
C102.txt;828,94;9,38;10;;C204.txt;599,255;12,275;3;590,6;;;588,1;;1,897%;0,425%
C102.txt;828,94;8,55;10;;C205.txt;588,88;10,671;3;588,88;;;586,4;;0,423%;0,423%
C102.txt;828,94;8,82;10;;C206.txt;664,944;10,538;3;588,49;;;586;;13,472%;0,425%
C102.txt;828,94;8,64;10;;C207.txt;662,458;10,927;3;588,29;;;585,8;;13,086%;0,425%
C102.txt;828,94;9,12;10;;C208.txt;588,32;10,702;3;588,32;;;585,8;;0,430%;0,430%
C102.txt;828,94;8,68;10;;rC101.txt;1666,603;9,817;16;1644,22;;;1619,8;;2,889%;1,508%
C103.txt;828,83;9,84;10;;rC102.txt;1498,618;9,805;14;1477,9;;;1457,4;;2,828%;1,407%
C103.txt;890,48;9,31;10;;rC103.txt;1328,321;9,582;12;1288,55;;;1258;;5,590%;2,428%
C103.txt;856,52;8,95;10;;rC104.txt;1248,964;9,239;10;1161,38;;;1132,3;;10,303%;2,568%
C103.txt;859,58;9,27;10;;rC105.txt;1572,111;9,818;15;1537,84;;;1513,7;;3,859%;1,595%
C103.txt;856,52;9,16;10;;rC106.txt;1426,852;9,513;13;1395,23;;;1372,7;;3,945%;1,641%
C103.txt;857,73;8,98;10;;rC107.txt;1265,185;9,679;12;1222,73;;;1207,8;;4,751%;1,236%
C103.txt;828,83;9,35;10;;rC108.txt;1186,59;9,408;11;1151,33;;;1114,2;;6,497%;3,332%
C103.txt;898,77;9,18;10;;rC201.txt;1296,388;9,155;8;1282,4;;;1261,8;;2,741%;1,633%
C103.txt;865,15;9,9;10;;rC202.txt;1130,134;9,759;7;1112,18;;;1092,3;;3,464%;1,820%
C103.txt;856,52;9,09;10;;rC203.txt;980,035;11,843;4;950,01;;;923,7;;6,099%;2,848%
C104.txt;918,76;11,31;10;;rC204.txt;819,112;12,416;3;798,56;;;783,5;;4,545%;1,922%
C104.txt;846,09;10,21;10;;rC205.txt;1183,908;10,027;7;1171,51;;;1154;;2,592%;1,517%
C104.txt;826,37;11,01;10;;rC206.txt;1083,389;9,971;5;1065,46;;;1051,1;;3,072%;1,366%
C104.txt;840,85;10,05;10;;rC207.txt;1031,51;12,446;4;1015,2;;;962,9;;7,125%;5,432%
C104.txt;837,84;9,94;10;;rC208.txt;814,438;11,789;4;796,42;;;776,1;;4,940%;2,618%
C104.txt;851,48;10,12;10;;Totale complessivo;971,8453799;10,18215805;7,841945289;588,29;;;;;;
C104.txt;918,87;9,74;10;;;;;;;;;;;;
C104.txt;844,46;10,12;10;;;;;;;;;;;;
C104.txt;866,04;9,99;10;;;;;;;;;;;;
C104.txt;866,64;10,4;10;;;;;;;;;;;;
C105.txt;828,94;9,01;10;;;;;;;;;;;;
C105.txt;828,94;8,41;10;;;;;;;;;;;;
C105.txt;828,94;8,13;10;;;;;;;;;;;;
C105.txt;868,55;8,4;10;;;;;;;;;;;;
C105.txt;828,94;8,72;10;;;;;;;;;;;;
C105.txt;828,94;8,24;10;;;;;;;;;;;;
C105.txt;880,07;8,36;10;;;;;;;;;;;;
C105.txt;903,36;8,12;10;;;;;;;;;;;;
C105.txt;828,94;8,49;10;;;;;;;;;;;;
C105.txt;828,94;8,29;10;;;;;;;;;;;;
C106.txt;867,18;9,19;10;;;;;;;;;;;;
C106.txt;867,18;8,46;10;;;;;;;;;;;;
C106.txt;866,57;8,4;10;;;;;;;;;;;;
C106.txt;866,57;8,49;10;;;;;;;;;;;;
C106.txt;828,94;8,47;10;;;;;;;;;;;;
C106.txt;828,94;8,51;10;;;;;;;;;;;;
C106.txt;867,18;8,44;10;;;;;;;;;;;;
C106.txt;866,57;8,46;10;;;;;;;;;;;;
C106.txt;828,94;8,43;10;;;;;;;;;;;;
C106.txt;828,94;8,45;10;;;;;;;;;;;;
C107.txt;867,18;9,38;10;;;;;;;;;;;;
C107.txt;864,28;8,64;10;;;;;;;;;;;;
C107.txt;828,94;8,59;10;;;;;;;;;;;;
C107.txt;828,94;8,52;10;;;;;;;;;;;;
C107.txt;865,17;8,77;10;;;;;;;;;;;;
C107.txt;867,18;8,54;10;;;;;;;;;;;;
C107.txt;828,94;8,59;10;;;;;;;;;;;;
C107.txt;828,94;8,62;10;;;;;;;;;;;;
C107.txt;828,94;8,64;10;;;;;;;;;;;;
C107.txt;902,52;8,56;10;;;;;;;;;;;;
C108.txt;910,48;9,63;10;;;;;;;;;;;;
C108.txt;829,7;8,89;10;;;;;;;;;;;;
C108.txt;828,94;8,94;10;;;;;;;;;;;;
C108.txt;829,7;8,96;10;;;;;;;;;;;;
C108.txt;859,39;8,94;10;;;;;;;;;;;;
C108.txt;865,48;8,81;10;;;;;;;;;;;;
C108.txt;859,39;8,91;10;;;;;;;;;;;;
C108.txt;828,94;8,87;10;;;;;;;;;;;;
C108.txt;859,39;8,99;10;;;;;;;;;;;;
C108.txt;859,39;9,03;10;;;;;;;;;;;;
C109.txt;855,2;10,35;10;;;;;;;;;;;;
C109.txt;855,32;9,68;10;;;;;;;;;;;;
C109.txt;855,2;9,4;10;;;;;;;;;;;;
C109.txt;855,2;9,6;10;;;;;;;;;;;;
C109.txt;855,2;9,38;10;;;;;;;;;;;;
C109.txt;855,2;9,61;10;;;;;;;;;;;;
C109.txt;855,33;9,67;10;;;;;;;;;;;;
C109.txt;855,2;9,54;10;;;;;;;;;;;;
C109.txt;855,2;9,66;10;;;;;;;;;;;;
C109.txt;855,2;9,49;10;;;;;;;;;;;;
C201.txt;591,56;12,96;3;;;;;;;;;;;;
C201.txt;591,56;11,76;3;;;;;;;;;;;;
C201.txt;591,56;11,84;3;;;;;;;;;;;;
C201.txt;591,56;11,76;3;;;;;;;;;;;;
C201.txt;591,56;11,54;3;;;;;;;;;;;;
C201.txt;591,56;11,99;3;;;;;;;;;;;;
C201.txt;591,56;11,95;3;;;;;;;;;;;;
C201.txt;591,56;11,98;3;;;;;;;;;;;;
C201.txt;591,56;12,09;3;;;;;;;;;;;;
C201.txt;591,56;12,21;3;;;;;;;;;;;;
C202.txt;591,56;12,22;3;;;;;;;;;;;;
C202.txt;591,56;11,35;3;;;;;;;;;;;;
C202.txt;591,56;11,35;3;;;;;;;;;;;;
C202.txt;591,56;11,36;3;;;;;;;;;;;;
C202.txt;591,56;11,35;3;;;;;;;;;;;;
C202.txt;591,56;11,32;3;;;;;;;;;;;;
C202.txt;591,56;11,42;3;;;;;;;;;;;;
C202.txt;691,93;12,11;3;;;;;;;;;;;;
C202.txt;591,56;11,37;3;;;;;;;;;;;;
C202.txt;591,56;11,54;3;;;;;;;;;;;;
C203.txt;591,17;12,36;3;;;;;;;;;;;;
C203.txt;591,17;11,58;3;;;;;;;;;;;;
C203.txt;591,17;11,52;3;;;;;;;;;;;;
C203.txt;591,17;11,51;3;;;;;;;;;;;;
C203.txt;591,17;11,63;3;;;;;;;;;;;;
C203.txt;591,17;11,56;3;;;;;;;;;;;;
C203.txt;591,17;11,66;3;;;;;;;;;;;;
C203.txt;591,17;11,61;3;;;;;;;;;;;;
C203.txt;591,17;11,58;3;;;;;;;;;;;;
C203.txt;591,17;11,59;3;;;;;;;;;;;;
C204.txt;607,91;13,07;3;;;;;;;;;;;;
C204.txt;607,91;12,06;3;;;;;;;;;;;;
C204.txt;607,91;12,27;3;;;;;;;;;;;;
C204.txt;607,91;12,29;3;;;;;;;;;;;;
C204.txt;590,6;12,06;3;;;;;;;;;;;;
C204.txt;607,91;12,28;3;;;;;;;;;;;;
C204.txt;590,6;12,1;3;;;;;;;;;;;;
C204.txt;590,6;12,27;3;;;;;;;;;;;;
C204.txt;590,6;12,03;3;;;;;;;;;;;;
C204.txt;590,6;12,32;3;;;;;;;;;;;;
C205.txt;588,88;11,44;3;;;;;;;;;;;;
C205.txt;588,88;10,62;3;;;;;;;;;;;;
C205.txt;588,88;10,64;3;;;;;;;;;;;;
C205.txt;588,88;10,54;3;;;;;;;;;;;;
C205.txt;588,88;10,6;3;;;;;;;;;;;;
C205.txt;588,88;10,51;3;;;;;;;;;;;;
C205.txt;588,88;10,64;3;;;;;;;;;;;;
C205.txt;588,88;10,51;3;;;;;;;;;;;;
C205.txt;588,88;10,65;3;;;;;;;;;;;;
C205.txt;588,88;10,56;3;;;;;;;;;;;;
C206.txt;685,96;11,24;3;;;;;;;;;;;;
C206.txt;740,9;10,26;3;;;;;;;;;;;;
C206.txt;588,49;10,8;3;;;;;;;;;;;;
C206.txt;727,85;10,32;3;;;;;;;;;;;;
C206.txt;678,67;10,4;3;;;;;;;;;;;;
C206.txt;588,49;10,49;3;;;;;;;;;;;;
C206.txt;678,67;10,44;3;;;;;;;;;;;;
C206.txt;685,96;10,4;3;;;;;;;;;;;;
C206.txt;588,49;10,62;3;;;;;;;;;;;;
