C101.txt;828,94;12,89;10
C101.txt;828,94;11,14;10
C101.txt;828,94;11,12;10
C101.txt;828,94;10,81;10
C101.txt;828,94;12,00;10
C101.txt;828,94;10,88;10
C101.txt;828,94;10,72;10
C101.txt;828,94;10,60;10
C101.txt;828,94;10,38;10
C101.txt;828,94;10,63;10
C102.txt;828,94;14,22;10
C102.txt;828,94;12,72;10
C102.txt;828,94;12,57;10
C102.txt;828,94;12,67;10
C102.txt;828,94;12,36;10
C102.txt;828,94;12,48;10
C102.txt;828,94;12,37;10
C102.txt;828,94;12,33;10
C102.txt;828,94;12,24;10
C102.txt;828,94;12,57;10
C103.txt;828,06;16,18;10
C103.txt;828,06;14,12;10
C103.txt;828,06;13,91;10
C103.txt;828,06;13,85;10
C103.txt;828,06;13,82;10
C103.txt;828,06;13,93;10
C103.txt;828,06;13,80;10
C103.txt;828,06;13,67;10
C103.txt;828,06;13,75;10
C103.txt;828,06;13,98;10
C104.txt;824,78;16,37;10
C104.txt;824,78;14,89;10
C104.txt;824,78;15,25;10
C104.txt;825,70;14,96;10
C104.txt;824,78;14,96;10
C104.txt;825,11;14,46;10
C104.txt;824,78;15,15;10
C104.txt;824,78;14,59;10
C104.txt;825,11;14,66;10
C104.txt;824,78;14,51;10
C105.txt;828,94;12,95;10
C105.txt;828,94;11,06;10
C105.txt;828,94;11,52;10
C105.txt;828,94;11,19;10
C105.txt;828,94;10,83;10
C105.txt;828,94;11,15;10
C105.txt;828,94;10,88;10
C105.txt;828,94;11,10;10
C105.txt;828,94;11,26;10
C105.txt;828,94;11,07;10
C106.txt;828,94;13,61;10
C106.txt;828,94;11,89;10
C106.txt;828,94;11,80;10
C106.txt;828,94;11,75;10
C106.txt;828,94;11,62;10
C106.txt;828,94;11,69;10
C106.txt;828,94;11,78;10
C106.txt;828,94;11,97;10
C106.txt;828,94;11,63;10
C106.txt;828,94;11,53;10
C107.txt;828,94;13,34;10
C107.txt;828,94;11,48;10
C107.txt;828,94;11,90;10
C107.txt;828,94;11,88;10
C107.txt;828,94;11,47;10
C107.txt;828,94;11,65;10
C107.txt;828,94;11,29;10
C107.txt;828,94;11,72;10
C107.txt;828,94;11,33;10
C107.txt;828,94;11,78;10
C108.txt;828,94;14,64;10
C108.txt;828,94;12,71;10
C108.txt;828,94;12,57;10
C108.txt;828,94;12,44;10
C108.txt;828,94;12,68;10
C108.txt;828,94;12,52;10
C108.txt;828,94;12,92;10
C108.txt;828,94;12,56;10
C108.txt;828,94;12,60;10
C108.txt;828,94;12,61;10
C109.txt;828,94;14,44;10
C109.txt;828,94;12,97;10
C109.txt;828,94;12,48;10
C109.txt;828,94;12,77;10
C109.txt;828,94;13,02;10
C109.txt;828,94;12,81;10
C109.txt;828,94;12,87;10
C109.txt;828,94;12,69;10
C109.txt;828,94;12,71;10
C109.txt;828,94;12,42;10
C201.txt;591,56;9,80;3
C201.txt;591,56;8,15;3
C201.txt;732,58;8,57;4
C201.txt;679,39;8,62;4
C201.txt;701,36;8,23;4
C201.txt;629,52;8,11;4
C201.txt;591,56;7,37;3
C201.txt;591,56;7,57;3
